sentence	label
it 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started .	3
those eternally devoted to the insanity of black will have an intermittently good time .	3
only masochistic moviegoers need apply .	1
77 minutes of pokemon may not last 4ever , it just seems like it does .	1
the party scenes deliver some tawdry kicks .	2
the rest of the film ... is dudsville .	0
the production has been made with an enormous amount of affection , so we believe these characters love each other .	4
full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature .	1
reno himself can take credit for most of the movie 's success .	3
highly irritating at first , mr. koury 's passive technique eventually begins to yield some interesting results .	2
a period story about a catholic boy who tries to help a jewish friend get into heaven by sending the audience straight to hell .	0
schrader examines crane 's decline with unblinking candor .	3
there 's a reason the studio did n't offer an advance screening .	1
until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .	1
you would n't want to live waydowntown , but it is a hilarious place to visit .	3
a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling .	4
if you 're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .	3
when in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip .	2
if you saw benigni 's pinocchio at a public park , you 'd grab your kids and run and then probably call the police .	1
a solidly entertaining little film .	3
there 's a delightfully quirky movie to be made from curling , but brooms is n't it .	1
one of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .	4
i still want my money back .	0
there 's no denying that burns is a filmmaker with a bright future ahead of him .	4
predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .	1
the funny thing is , i did n't mind all this contrived nonsense a bit .	2
-lrb- seagal 's -rrb- strenuous attempt at a change in expression could very well clinch him this year 's razzie .	1
... comes alive only when it switches gears to the sentimental .	1
although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime .	3
the innocence of holiday cheer ai n't what it used to be .	2
pull -lrb- s -rrb- off the rare trick of recreating not only the look of a certain era , but also the feel .	2
the lack of naturalness makes everything seem self-consciously poetic and forced ... it 's a pity that -lrb- nelson 's -rrb- achievement does n't match his ambition .	0
shunji iwai 's all about lily chou chou is a beautifully shot , but ultimately flawed film about growing up in japan .	1
you can sip your vintage wines and watch your merchant ivory productions ; i 'll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week .	4
everything about the quiet american is good , except its timing .	3
it 's just a little too self-satisfied .	2
a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television .	1
... stylistically , the movie is a disaster .	0
is the kind of movie that 's critic-proof , simply because it aims so low .	1
... built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids .	1
despite all the closed-door hanky-panky , the film is essentially juiceless .	0
for all the time we spend with these people , we never really get inside of them .	1
it 's definitely not made for kids or their parents , for that matter , and i think even fans of sandler 's comic taste may find it uninteresting .	1
if this movie leaves you cool , it also leaves you intriguingly contemplative .	2
consider this review life-affirming .	2
there are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .	0
