sentence	label
support	1
join hands to prevent	0
fell out	0
it is conducting a war without rules	0
systematically subverted	0
honest	1
would accept	1
these leaks had put his life in danger	0
pushes for	1
worries	0
promises	1
the worst mistake in the history	0
either they fail outright	0
widespread support	1
peaceful	1
unclear	0
military adventurism	0
pleasant personality	1
rhetoric of that kind	0
has come out in support	1
or even solidarity	0
world's policeman	0
supporting	1
continuing battle	0
demonizing the enemy	0
had warned	0
paints doomsday scenarios	0
lack of confidence	0
classic gas - guzzler	0
wants	1
refusing	0
absolutely inadmissible	0
but because of its own national interests	0
charges	0
to crush	0
are still worried	0
even more difficult	0
runaway	1
should find it gradually easier	1
injured scores	0
do support	1
such an excuse	0
accusing	0
hot showers	1
to raise the problem	0
wept over	0
profit from	0
refusing	0
would not only serve zinni's mission	1
opposition	0
as a non - starter	0
but is it really true	0
no double standards should be pursued here	0
condemnation	0
were wrenching	0
was not against helping	1
neo - colonialist	1
toll	0
pet theme	0
warning	0
resistance	0
protesting	0
instability	0
trumped up	0
people arrested on the battlefield	0
not you , sirs and not the one person in 10 downing st . , tony blair	0
isolation	0
desire	1
more substantial progress	1
has never tried	0
want	1
looking back one can see a general lack of vigilance	0
harsh	0
did not endorse	0
are not appropriate	0
the justice	1
is a story of success	1
greenpeace is here to voice the concerns of millions of people	0
thanks to the taliban regime	0
were irritated	0
bring hope for african economic renewal and greater democracy	1
respecting	1
such humanitarians as saddam hussein and the government of malaysia	0
condemning	0
encouraged	1
have raised questions	0
was rejected	0
embarrassed	0
fomented or backed by the cia and the pentagon	0
only major obstacle	0
noble cause	1
crude example	0
rising chinese threat	0
a forerunner in the sphere of human rights in the world	1
ostracising	0
criticized	0
stop supporting	0
to deny	0
historic milestone	1
exposed	0
axis of evil	0
she has misplaced strategic priorities	0
bad decision	0
regret	0
alternative'	0
roughly	0
proliferation	0
free and fair	1
dissatisfaction over	0
one palestinian population center after another	0
of course	0
the protest	0
unavoidable	0
free and fair	1
instrumental	0
occupation	0
aspirations of	1
will	1
successful so far	0
naked pursuit	0
will try its best to persuade	1
threatens	0
will be forced	0
might	0
is expected	1
warning	0
irked	0
has written the name of moscow on the registration page of the american side	0
axis of evil	0
disenfranchised	0
repeatedly guaranteed	1
the possibility	1
not in keeping with	0
however	1
seek	1
long way to go	0
embody the bankrupt policy of israeli criminal extremism	0
they stand with empty pockets and their hands empty , out toward alberta	0
fait accompli	0
victory of justice and freedom	1
recommendations	1
wanted to clarify	1
is harboring deep hatred	0
difficult situation	0
build understanding	1
are feeling	0
the cold war stereotype	0
inhumane nature	0
unreasonable	0
support	1
will tend to disappear	1
the situation is great	1
racial prejudice	0
relative back up	1
end of its colonialist occupation	0
has a point	1
this right - this right right	0
purpose	1
repeated reference	0
threaten to compromise	0
disintegrate	1
quarrel	0
children in distress	0
expressed a mutual desire	1
a late resolution	0
denunciation	0
resistance	1
suspicions of	0
believes	0
criticism	0
individual acts of insubordination	0
accentuates his influence	1
insufficient guarantees in themselves	1
has proven to be	1
supported	1
to call	0
goodies	0
most unfortunate	0
restoring the full inalienable rights	1
call	0
is worst	0
but now	0
strategy of suppression	0
locking them up in cages	0
has denied	0
opprobrium	0
inexorably	0
evildoer	0
they should be brought to justice	1
dreaming	1
had handed an official protest	0
therefore planning to trigger wars here and there	0
opts	1
and they will get it	1
attached little value	0
nor is depriving them of all their senses	0
always follows its interests	0
to ignore	0
accused	0
pursuance of a vendetta	0
grand strategy to target	0
remain lagging behind	0
playing the part of a thug who is feared by all and who likes to punish anyone that complains about his behavior	0
violated	0
incapable	0
should serve as a warning	0
threatened to cripple	0
axis of evil	0
are getting increasingly critical	0
concrete support from	1
hold	1
staged a protest	0
more international responsibility	1
work together for the future	1
sharp divisions	0
aggressively	0
turned the world into a single front	0
ca n't help but wonder	0
peaceful	1
is colored by leftist ideology	0
good naturedly shrugged off	1
link	0
irresponsible	0
now is not the right moment	0
calls for	1
problems remain	0
the threats	0
recognizes	1
pressure	1
culprits	0
now more distant than before	0
gain more knowledge	1
fails	0
the desire	1
gives constant demonstrations of discontent and irritation	0
denunciation	0
is radically opposed	0
cleaved the rift between civilisations	0
subjected to sensory deprivation	0
objectives	1
support	1
only ask of	1
vented her anger	0
radical responses germinate	0
unity	1
is deemed	0
threatened	0
with each passing day	0
same shit , different day	0
the rule of law	1
will be cancelled out	0
believe	0
like any form of state terrorism	0
humanely	1
tried to resist	1
it does not matter	0
remain a risky enterprise	0
will not do or say anything that could damage	1
the demon they have reared	0
should be tried by an international tribunal	0
not a fair election	0
unrest	0
oic - eu front against the united states	0
taken the israeli government and consequently both the israeli and palestinian peoples hostage	0
projection	0
accused	0
now is the time to build our future together	1
is not to have a strategic vision	0
provocative	0
accusing	0
hopes	1
only to mislead	0
perpetrated	0
not inclined to give way to rapture	0
are being kept in cages	0
most open	1
join hands	1
exercise maximum restraint	1
good reviews	1
farce of coup d'etat was staged	0
waited angrily	0
very different	0
absurd	0
apprehensions and resentment	0
hopes	1
an unjust one	0
rising tension	0
yield	0
trying to hide	0
must be taken to trial for treason	0
disbelieving	0
led to massive riots	0
to remove the legitimacy of	0
such an	0
more comfortable	1
not likely	0
by applying the pressure cooker effect	0
at one speed or another	0
probably think	0
assurances	1
power at all costs	0
appreciate	1
has n't officially declared war	0
are not worried	1
still far from equal	0
enjoy freedom , dignity , and independence	1
more orderly	1
think	1
uphold	1
waning grip on power	0
is upset	0
plotting	1
impugned by biased reports	0
endorsed	1
keep a distance from america	0
occupy illegally	0
is always a tough call	0
does not , of course , guarantee success	0
wanted	1
were characterised by - - among others - - intimidation	0
taking away the will to react and defend	0
irritated	0
claiming	0
suffering from some intoxication	0
criticism from	0
environmental public spiritedness	1
called for	1
abandoning a longtime client	0
burden	0
to demand	1
denied	0
running slightly against	0
had forbidden	0
sent a letter of protest	0
wanted	0
the american vulgarity	0
suffered	0
interfered	0
view	0
blatant fraud	0
fiercely waging a fight	0
have damaged	0
praising	1
supported	1
transparent	1
depends on	0
refusal	0
largely satisfactory and transparent	1
very little	0
intense legal wrangling	0
brands	0
would be harmed	0
blame	0
long - term interest	1
was it only the wish of socialist propaganda in those words	0
brutalized , tortured , and humiliated	0
the man standing in the way	0
support	1
the insult to human sensibilities	0
condemns	0
strong support for	1
acknowledged	0
legitimate	1
however	0
earned the most	1
refuses to indicate	0
congratulations	1
kill americans , get arrested , then get a pay raise from america	0
seeks	1
legitimate	1
scapegoats among the weirdoes	0
is shrinking	0
without having any proof , reason or documentation	0
legitimate national rights	1
there will be no investments	0
declined	0
starving its people	0
tarnish	0
wishes to commend	1
not the zionists	1
more dangerous	0
even if their special status comes from the fact	0
growing unrest	0
plotting to bring down each other	0
moving rapidly toward a legal coup	0
alone	0
is determined	1
confronting itself	0
are dangerous terrorists	0
failed to take decisive action	0
was nothing more than a sick attempt to appeal to the worst red - neck prejudices	0
developed a habit of	0
nothing but revealing before the world each and every one of his political immaturity and moral corruption	0
the world would never forget	0
it's very disappointing	0
warned	0
has turned into an axis of evil itself	0
cares	1
will be meaningless	0
wrong	0
commitment	1
criticized	0
antagonize	0
potentially embarrassing	0
the countries of the axis of evil	0
adopt an open posture	1
will help	1
is not in line with the majesty of a president	0
in spite of	0
do not recognise	0
great leader	1
ambiguity	0
some questionable aspects	0
demand	0
to be wasted away	0
expressed confidence	1
aspirations	1
nonsense	0
siege	0
adopted	1
disagree	0
the refusal to grant	0
interests	1
eternal scourge of corruption	0
immediate trial for alleged crimes	0
outside the scope	0
are increasingly concerned	0
good	1
simplistic	0
the hope	1
has become tense again	0
widespread disgust	0
has reached a consensus	1
refuses	0
in the hope	1
wrongful	0
this milestone	1
invite	1
failed the 'free and fair' test	0
developing weapons of mass destruction	0
should criticize	0
their aggressions	0
resorting exclusively to	0
would be useful if	1
we are living in a politically highly sophisticated society	0
highway robbery	0
anticipated	1
will not be tolerated for long	0
supported	1
unable to tolerate	0
slandering	0
have joined the chorus of protest	0
young old man	1
will advance positive change	1
humiliate	0
could hardly hide his excitement	1
bristle at	0
charge	0
is succeeding	0
escalates that aggression to a point	1
would also support	1
completely ignored	0
are torn	0
do not want	0
are glad	1
opposition activists	0
prevalent assumption	0
free and fair	1
a window of opportunity	1
the sole purpose	0
enemy	0
become a major power	1
support	1
had expressed opposition	0
incited	0
axis of evil	0
grave violation	0
be satisfied	1
do their best	1
alleges	0
imperialists are weakening and aspirations to independence are strengthening	1
rigged	0
the most destructive weapons	0
no way defending	0
was seen	1
